Navn;Stasjon;Tid(norsk normaltid);Midlere lufttrykk i havnivå (døgn);Høyeste lufttrykk i havnivå (døgn);Laveste lufttrykk i havnivå (døgn);Svakeste middelvind fra hovedobs. (døgn);Kraftigste middelvind fra hovedobs. (døgn)
Torungen Fyr;SN36200;25.11.1963;1006;1006,7;1005,3;8,2;11,3
Torungen Fyr;SN36200;26.11.1963;1009;1014;1004,3;8,2;9,3
Torungen Fyr;SN36200;27.11.1963;1024,2;1025,1;1022,5;8,7;9,8
Torungen Fyr;SN36200;28.11.1963;1020,7;1021,5;1020,3;5,1;7,7
Torungen Fyr;SN36200;29.11.1963;1025,1;1026,5;1023,2;4,1;5,1
Torungen Fyr;SN36200;30.11.1963;1025,5;1026,1;1024,8;8,7;9,3
Torungen Fyr;SN36200;01.12.1963;1025,5;1026,5;1024,5;8,2;8,7
Torungen Fyr;SN36200;02.12.1963;1030,3;1030,8;1029,6;6,7;9,3
Torungen Fyr;SN36200;03.12.1963;1027,5;1029;1025,8;3,1;4,6
Torungen Fyr;SN36200;04.12.1963;1022,6;1022,9;1022,3;4,1;5,1
Torungen Fyr;SN36200;05.12.1963;1023,5;1024,1;1022,5;3,6;5,1
Torungen Fyr;SN36200;06.12.1963;1018,7;1021;1017,1;3,1;6,2
Torungen Fyr;SN36200;07.12.1963;1024,6;1026,2;1022,6;0;5,7
Torungen Fyr;SN36200;08.12.1963;1025,5;1025,7;1025,3;3,1;3,6
Torungen Fyr;SN36200;09.12.1963;1021,4;1022,7;1019,5;1,5;2,6
Torungen Fyr;SN36200;10.12.1963;1019,8;1020,6;1018,5;1,5;2,6
Torungen Fyr;SN36200;11.12.1963;1015,2;1017;1014,1;4,1;6,2
Torungen Fyr;SN36200;12.12.1963;1024,9;1028,1;1022,1;6,7;11,3
Torungen Fyr;SN36200;13.12.1963;1030,7;1031,8;1029;4,1;6,2
Torungen Fyr;SN36200;14.12.1963;1020,7;1021,3;1020,3;3,1;3,6
Torungen Fyr;SN36200;15.12.1963;1021,9;1023,2;1019,4;2,6;6,7
Torungen Fyr;SN36200;16.12.1963;1013,4;1014,4;1012,6;0,5;5,1
Torungen Fyr;SN36200;17.12.1963;1011,2;1011,8;1010,9;2,1;5,1
Torungen Fyr;SN36200;18.12.1963;988,3;996,6;983,8;6,2;8,2
Torungen Fyr;SN36200;19.12.1963;987,2;989,3;985,4;5,1;6,2
Torungen Fyr;SN36200;20.12.1963;1001,5;1005,8;996,8;4,1;5,1
Torungen Fyr;SN36200;21.12.1963;1018,8;1022,9;1014,5;3,6;5,7
Torungen Fyr;SN36200;22.12.1963;1033,3;1036,9;1030;3,6;4,1
Torungen Fyr;SN36200;23.12.1963;1035,6;1036,8;1034;4,1;9,3
Torungen Fyr;SN36200;24.12.1963;1033,4;1035,1;1031;7,2;10,3
Torungen Fyr;SN36200;25.12.1963;1014,1;1020,1;1007,3;3,1;6,2
Torungen Fyr;SN36200;26.12.1963;1010,7;1011,6;1010,1;7,7;10,8
Torungen Fyr;SN36200;27.12.1963;1019,7;1023,8;1014,8;9,8;10,3
Torungen Fyr;SN36200;28.12.1963;1024,2;1025,6;1022,7;5,7;8,2
Torungen Fyr;SN36200;29.12.1963;1017,6;1022,3;1011,7;6,7;9,8
Torungen Fyr;SN36200;30.12.1963;1005,7;1007,1;1004,9;12,3;13,4
Torungen Fyr;SN36200;31.12.1963;1002;1004;999,1;7,2;11,3
Torungen Fyr;SN36200;01.01.1964;1012;1018,3;1006,6;1;4,6
Torungen Fyr;SN36200;02.01.1964;1031,7;1032,2;1031,1;2,6;11,3
Torungen Fyr;SN36200;03.01.1964;1030,8;1031,2;1030;9,3;11,3
Torungen Fyr;SN36200;04.01.1964;1026,8;1027,7;1025,7;5,1;9,3
Torungen Fyr;SN36200;05.01.1964;1027,6;1029,7;1025,3;7,7;13,4
Torungen Fyr;SN36200;06.01.1964;1030,9;1031,3;1030,4;7,7;10,3
Torungen Fyr;SN36200;07.01.1964;1028,7;1029,2;1028,3;2,1;3,1
Torungen Fyr;SN36200;08.01.1964;1029,6;1029,9;1029,2;3,1;4,6
Torungen Fyr;SN36200;09.01.1964;1029,1;1029,6;1028,8;2,6;7,2
Torungen Fyr;SN36200;10.01.1964;1038,7;1040;1036,1;1;5,1
Torungen Fyr;SN36200;11.01.1964;1039;1040;1037,4;1,5;5,1
Torungen Fyr;SN36200;12.01.1964;1029;1032,2;1025,5;2,1;4,6
Torungen Fyr;SN36200;13.01.1964;1025,7;1026,7;1023,8;5,1;15,4
Torungen Fyr;SN36200;14.01.1964;1029,7;1031,5;1028,2;3,6;5,1
Torungen Fyr;SN36200;15.01.1964;1035,5;1036,8;1034,9;4,6;6,2
Torungen Fyr;SN36200;16.01.1964;1041;1041,7;1039,7;1,5;5,7
Torungen Fyr;SN36200;17.01.1964;1039,1;1039,6;1038,3;3,1;4,1
Torungen Fyr;SN36200;18.01.1964;1033,5;1034,1;1032,5;2,1;4,1
Torungen Fyr;SN36200;19.01.1964;1027,9;1028,4;1027,1;0,5;3,1
Torungen Fyr;SN36200;20.01.1964;1026,2;1027,7;1023,9;1,5;9,3
Torungen Fyr;SN36200;21.01.1964;1022,6;1024;1021,9;7,2;10,3
Torungen Fyr;SN36200;22.01.1964;1030,8;1033,8;1026,1;3,6;7,2
Torungen Fyr;SN36200;23.01.1964;1023,1;1029,6;1016,4;9,8;11,8
Torungen Fyr;SN36200;24.01.1964;1015,2;1017,5;1011,3;6,2;10,3
Torungen Fyr;SN36200;25.01.1964;1020,2;1022;1017,9;5,1;7,2
Torungen Fyr;SN36200;26.01.1964;1010,7;1016,1;1004,6;6,2;12,3
Torungen Fyr;SN36200;27.01.1964;1024,3;1026;1022,5;5,1;10,3
Torungen Fyr;SN36200;28.01.1964;1013,3;1015,5;1011,6;8,7;11,3
Torungen Fyr;SN36200;29.01.1964;1004,6;1008,5;1000,4;4,1;12,9
Torungen Fyr;SN36200;30.01.1964;986,1;990,1;983;7,2;10,3
Torungen Fyr;SN36200;31.01.1964;995,9;998,6;993,6;4,6;9,3
Torungen Fyr;SN36200;01.02.1964;982,6;986,6;978,8;5,1;11,3
Torungen Fyr;SN36200;02.02.1964;1012;1014,7;1007,6;1;8,2
Torungen Fyr;SN36200;03.02.1964;1003,7;1007,8;1000,6;5,7;16,5
Torungen Fyr;SN36200;04.02.1964;1000,4;1000,6;1000,2;4,6;12,9
Torungen Fyr;SN36200;05.02.1964;1015;1022,4;1006,4;5,1;18,5
Torungen Fyr;SN36200;06.02.1964;1031,7;1034,8;1027,9;2,6;6,2
Torungen Fyr;SN36200;07.02.1964;1027,6;1029,6;1026,1;5,1;10,3
Torungen Fyr;SN36200;08.02.1964;1022;1024,3;1020,3;5,1;7,7
Torungen Fyr;SN36200;09.02.1964;1024,1;1025,1;1023,3;1;5,1
Torungen Fyr;SN36200;10.02.1964;1011,2;1014,9;1008,1;10,3;10,8
Torungen Fyr;SN36200;11.02.1964;1008,9;1011,4;1005,7;2,1;10,8
Torungen Fyr;SN36200;12.02.1964;1014,3;1018,3;1008;5,1;12,3
Torungen Fyr;SN36200;13.02.1964;1012,4;1014,9;1010,5;4,1;5,1
Torungen Fyr;SN36200;14.02.1964;1016,9;1018,8;1014,6;2,6;8,2
Torungen Fyr;SN36200;15.02.1964;1019,3;1020,2;1018,8;2,1;6,7
Torungen Fyr;SN36200;16.02.1964;1022,6;1023,3;1021,8;11,8;12,9
Torungen Fyr;SN36200;17.02.1964;1019,6;1020,2;1018,9;12,3;15,9
Torungen Fyr;SN36200;18.02.1964;1022,1;1022,9;1021,5;3,1;12,3
Torungen Fyr;SN36200;19.02.1964;1020;1021,2;1018,9;0,5;3,6
Torungen Fyr;SN36200;20.02.1964;1024,6;1025,1;1024,1;1;4,6
Torungen Fyr;SN36200;21.02.1964;1028;1028,9;1026,4;0,5;5,7
Torungen Fyr;SN36200;22.02.1964;1026,5;1028;1024,6;0;6,2
Torungen Fyr;SN36200;23.02.1964;1020;1021,9;1017,6;8,7;11,8
Torungen Fyr;SN36200;24.02.1964;1013,8;1014;1013,5;11,3;15,4
Torungen Fyr;SN36200;25.02.1964;1015,9;1016,7;1014,4;9,8;11,3
Torungen Fyr;SN36200;26.02.1964;1013,2;1014,7;1010,3;7,7;12,3
Torungen Fyr;SN36200;27.02.1964;1007,7;1008,1;1007,4;2,1;6,7
Torungen Fyr;SN36200;28.02.1964;1011,1;1013;1008,9;5,1;7,7
Torungen Fyr;SN36200;29.02.1964;1021,7;1024,7;1018,3;7,2;9,8
Torungen Fyr;SN36200;01.03.1964;1029,5;1030,1;1028,7;0;3,1
Torungen Fyr;SN36200;02.03.1964;1028,5;1028,9;1027,8;3,1;4,1
Torungen Fyr;SN36200;03.03.1964;1028,3;1030,2;1026,1;3,1;5,7
Torungen Fyr;SN36200;04.03.1964;1031,2;1031,8;1030,4;0;5,1
Torungen Fyr;SN36200;05.03.1964;1035,1;1036,2;1033,2;0;6,2
Torungen Fyr;SN36200;06.03.1964;1036,5;1036,8;1035,9;2,1;4,1
Torungen Fyr;SN36200;07.03.1964;1031,5;1033,5;1028,7;0;8,2
Torungen Fyr;SN36200;08.03.1964;1019,4;1022,9;1016;3,1;6,2
Torungen Fyr;SN36200;09.03.1964;1016;1016,7;1015;1;4,1
Torungen Fyr;SN36200;10.03.1964;1015,5;1017,7;1013,1;4,1;6,2
Torungen Fyr;SN36200;11.03.1964;1016,3;1017,8;1014;4,1;8,2
Torungen Fyr;SN36200;12.03.1964;1024,3;1025,6;1022;6,2;8,7
Torungen Fyr;SN36200;13.03.1964;1033,3;1034,8;1030,3;8,2;11,3
Torungen Fyr;SN36200;14.03.1964;1036,4;1037,6;1034,6;11,3;14,4
Torungen Fyr;SN36200;15.03.1964;1034,6;1035,3;1034;9,8;14,4
Torungen Fyr;SN36200;16.03.1964;1033,5;1034,3;1032,6;3,1;5,1
Torungen Fyr;SN36200;17.03.1964;1030,8;1031,5;1029,9;8,2;9,3
Torungen Fyr;SN36200;18.03.1964;1026,1;1027,7;1024,1;6,2;10,3
Torungen Fyr;SN36200;19.03.1964;1021,3;1022,8;1019,1;9,8;10,8
Torungen Fyr;SN36200;20.03.1964;1013,9;1015;1012,5;10,3;11,3
Torungen Fyr;SN36200;21.03.1964;1013,2;1013,8;1012,5;12,9;15,4
Torungen Fyr;SN36200;22.03.1964;1015,3;1016,2;1014,1;10,3;11,8
Torungen Fyr;SN36200;23.03.1964;1021,1;1021,7;1019,9;9,8;11,3
Torungen Fyr;SN36200;24.03.1964;1019,9;1021,1;1017,9;6,2;10,3
Torungen Fyr;SN36200;25.03.1964;1017;1017,5;1016,7;7,2;11,3
Torungen Fyr;SN36200;26.03.1964;1025,2;1027,7;1021,7;6,2;13,9
Torungen Fyr;SN36200;27.03.1964;1030,4;1031,2;1029,6;4,1;6,7
Torungen Fyr;SN36200;28.03.1964;1029,2;1030,1;1027,7;6,2;10,3
Torungen Fyr;SN36200;29.03.1964;1024,5;1026,3;1022,1;10,3;11,3
Torungen Fyr;SN36200;30.03.1964;1021,1;1021,5;1020,4;10,3;12,9
Torungen Fyr;SN36200;31.03.1964;1022;1022,6;1020,8;4,1;9,3
Torungen Fyr;SN36200;01.04.1964;1021,5;1022,2;1020,7;0;5,1
Torungen Fyr;SN36200;02.04.1964;1020,5;1021,4;1019;2,6;6,2
Torungen Fyr;SN36200;03.04.1964;1015,9;1017,3;1014;2,1;6,7
Torungen Fyr;SN36200;04.04.1964;1013,1;1013,5;1012,7;2,1;7,2
Torungen Fyr;SN36200;05.04.1964;1012,1;1012,7;1011,3;0;6,2
Torungen Fyr;SN36200;06.04.1964;1009,3;1010,4;1008,2;2,6;7,2
Torungen Fyr;SN36200;07.04.1964;1010,8;1013,3;1007,9;0;8,2
Torungen Fyr;SN36200;08.04.1964;1014,8;1015,8;1013,2;1;7,7
Torungen Fyr;SN36200;09.04.1964;1013,9;1014,9;1013,3;0,5;3,6
Torungen Fyr;SN36200;10.04.1964;1010,7;1010,9;1010,4;6,2;8,2
Torungen Fyr;SN36200;11.04.1964;1010,6;1012;1009,3;0;11,3
Torungen Fyr;SN36200;12.04.1964;999,5;1002,6;996;6,2;10,8
Torungen Fyr;SN36200;13.04.1964;996,7;998,6;994,8;6,2;9,3
Torungen Fyr;SN36200;14.04.1964;1003,2;1004,2;1002,1;2,1;10,3
Torungen Fyr;SN36200;15.04.1964;1012,1;1014,1;1009,8;5,1;10,3
Torungen Fyr;SN36200;16.04.1964;1014,8;1015,4;1013,8;3,6;6,2
Torungen Fyr;SN36200;17.04.1964;1012,4;1012,9;1012;6,2;9,8
Torungen Fyr;SN36200;18.04.1964;1014,4;1015;1013,8;7,2;10,3
Torungen Fyr;SN36200;19.04.1964;1013,3;1015,3;1010,9;4,6;10,3
Torungen Fyr;SN36200;20.04.1964;1010,1;1010,6;1009,3;4,1;9,3
Torungen Fyr;SN36200;21.04.1964;1009,9;1010,2;1009,7;2,1;3,1
Torungen Fyr;SN36200;22.04.1964;1011,7;1012,3;1011,1;5,1;6,7
Torungen Fyr;SN36200;23.04.1964;1013,7;1014,2;1012,9;0;8,2
Torungen Fyr;SN36200;24.04.1964;1016,9;1020,5;1013,2;2,1;12,3
Torungen Fyr;SN36200;25.04.1964;1029,5;1030,5;1028,7;6,2;9,8
Torungen Fyr;SN36200;26.04.1964;1025,5;1027,1;1023,2;5,1;9,8
Torungen Fyr;SN36200;27.04.1964;1021;1021,9;1019,9;6,7;12,3
Torungen Fyr;SN36200;28.04.1964;1010,5;1014,9;1006,1;3,6;7,2
Torungen Fyr;SN36200;29.04.1964;999,4;1000,5;998,8;2,6;8,2
Torungen Fyr;SN36200;30.04.1964;1004,3;1005,5;1002,9;8,2;11,8
Torungen Fyr;SN36200;01.05.1964;1004,1;1005,1;1003,6;6,7;8,7
Torungen Fyr;SN36200;02.05.1964;1004,7;1006,6;1002,5;3,1;5,1
Torungen Fyr;SN36200;03.05.1964;1005,2;1007,4;1001,8;2,1;7,2
Torungen Fyr;SN36200;04.05.1964;998,9;999,9;997,4;4,1;6,2
Torungen Fyr;SN36200;05.05.1964;1002,5;1004,2;1000,5;1;4,6
Torungen Fyr;SN36200;06.05.1964;1008,8;1009,8;1008,1;6,7;12,9
Torungen Fyr;SN36200;07.05.1964;1011,6;1012,6;1010;3,6;6,7
Torungen Fyr;SN36200;08.05.1964;1001,6;1005,8;997,9;12,3;19,5
Torungen Fyr;SN36200;09.05.1964;1016,9;1017,7;1015,6;4,1;10,3
Torungen Fyr;SN36200;10.05.1964;1014,1;1015,1;1012,3;4,1;11,8
Torungen Fyr;SN36200;11.05.1964;1017,5;1018,1;1016,3;5,1;9,8
Torungen Fyr;SN36200;12.05.1964;1015,2;1016,1;1014,7;4,6;7,2
Torungen Fyr;SN36200;13.05.1964;1008,3;1009;1007,5;0,5;9,8
Torungen Fyr;SN36200;14.05.1964;1009,4;1011,2;1008,2;6,7;9,3
Torungen Fyr;SN36200;15.05.1964;1019,3;1021;1017,4;8,2;13,4
Torungen Fyr;SN36200;16.05.1964;1021,3;1022,4;1020,3;8,2;9,3
Torungen Fyr;SN36200;17.05.1964;1020,5;1021;1020;2,6;7,2
Torungen Fyr;SN36200;18.05.1964;1027,2;1028,5;1026,3;0;7,7
Torungen Fyr;SN36200;19.05.1964;1023,7;1025,2;1022,2;4,6;6,2
Torungen Fyr;SN36200;20.05.1964;1017,8;1018,4;1017;1;4,6
Torungen Fyr;SN36200;21.05.1964;1017,9;1018,3;1017,4;2,1;6,2
Torungen Fyr;SN36200;22.05.1964;1021,1;1022,7;1019;1;6,2
Torungen Fyr;SN36200;23.05.1964;1026,1;1026,6;1025,6;0;4,1
Torungen Fyr;SN36200;24.05.1964;1025,1;1026,1;1023,7;1;3,6
Torungen Fyr;SN36200;25.05.1964;1022,1;1022,6;1021;4,1;8,2
Torungen Fyr;SN36200;26.05.1964;1019,7;1020,6;1018,2;3,1;9,3
Torungen Fyr;SN36200;27.05.1964;1015,1;1015,9;1014,1;2,6;6,2
Torungen Fyr;SN36200;28.05.1964;1015;1015,6;1014,6;3,1;5,1
Torungen Fyr;SN36200;29.05.1964;1013;1015,1;1010,2;0;7,2
Torungen Fyr;SN36200;30.05.1964;1010,4;1011,7;1008,5;2,6;8,7
Torungen Fyr;SN36200;31.05.1964;1008;1009,8;1005,7;6,2;9,8
Torungen Fyr;SN36200;01.06.1964;1006,4;1007,6;1005,7;3,1;6,7
Torungen Fyr;SN36200;02.06.1964;1008,1;1009;1006,6;12,3;15,4
Torungen Fyr;SN36200;03.06.1964;1005,4;1007,6;1003;7,2;15,4
Torungen Fyr;SN36200;04.06.1964;1016;1017,5;1013,1;4,1;11,3
Torungen Fyr;SN36200;05.06.1964;1016,9;1018,9;1013,4;5,1;8,7
Torungen Fyr;SN36200;06.06.1964;1013,7;1015,3;1011,4;9,3;14,4
Torungen Fyr;SN36200;07.06.1964;1012,4;1016,3;1007,9;0;7,2
Torungen Fyr;SN36200;08.06.1964;1005,9;1007,3;1004,4;4,1;9,8
Torungen Fyr;SN36200;09.06.1964;1014;1016,3;1011,9;5,1;8,2
Torungen Fyr;SN36200;10.06.1964;1018,8;1019,6;1017,2;3,6;6,2
Torungen Fyr;SN36200;11.06.1964;1014,4;1014,5;1014,2;2,1;12,3
Torungen Fyr;SN36200;12.06.1964;1018,7;1019,5;1018,3;6,7;10,8
Torungen Fyr;SN36200;13.06.1964;1016,1;1018,5;1012,6;2,1;9,8
Torungen Fyr;SN36200;14.06.1964;1005,7;1008,1;1003,6;8,2;9,8
Torungen Fyr;SN36200;15.06.1964;1003,1;1004,3;1001,2;9,3;14,4
Torungen Fyr;SN36200;16.06.1964;1007,6;1008,2;1006,5;5,1;10,3
Torungen Fyr;SN36200;17.06.1964;1011,1;1012;1009,9;5,1;7,2
Torungen Fyr;SN36200;18.06.1964;1012,4;1014,1;1010;2,1;11,3
Torungen Fyr;SN36200;19.06.1964;1001,2;1006,4;996,9;5,1;9,3
Torungen Fyr;SN36200;20.06.1964;1009,3;1012,6;1005,1;8,2;13,4
Torungen Fyr;SN36200;21.06.1964;1017,4;1019,2;1014,5;4,1;9,3
Torungen Fyr;SN36200;22.06.1964;1019;1020;1017,6;3,1;3,1
Torungen Fyr;SN36200;23.06.1964;1012,9;1015,2;1009,8;4,6;7,2
Torungen Fyr;SN36200;24.06.1964;1011,2;1014,4;1007,8;8,2;9,3
Torungen Fyr;SN36200;25.06.1964;1020,6;1021;1019,9;6,7;8,2
Torungen Fyr;SN36200;26.06.1964;1018,8;1020,8;1016,8;2,1;14,9
Torungen Fyr;SN36200;27.06.1964;1013,5;1015;1011,9;9,8;11,3
Torungen Fyr;SN36200;28.06.1964;1010,3;1011,7;1009,3;7,7;13,9
Torungen Fyr;SN36200;29.06.1964;1007,5;1007,9;1006,8;8,2;9,3
Torungen Fyr;SN36200;30.06.1964;1012,1;1013,3;1010,6;6,2;9,3
Torungen Fyr;SN36200;01.07.1964;1014,8;1017,9;1010,7;4,6;7,2
Torungen Fyr;SN36200;02.07.1964;1012,3;1015,6;1009;8,2;12,9
Torungen Fyr;SN36200;03.07.1964;1007,2;1008,7;1006,1;8,2;10,3
Torungen Fyr;SN36200;04.07.1964;1009,2;1010,1;1008,5;5,7;6,7
Torungen Fyr;SN36200;05.07.1964;1005,7;1007,9;1003,3;4,1;12,9
Torungen Fyr;SN36200;06.07.1964;1007,2;1007,3;1007,1;7,2;11,3
Torungen Fyr;SN36200;07.07.1964;1004,2;1006,1;1001,7;8,2;11,8
Torungen Fyr;SN36200;08.07.1964;989,6;989,8;989,4;11,3;13,4
Torungen Fyr;SN36200;09.07.1964;992;992,9;991;14,4;14,4
Torungen Fyr;SN36200;10.07.1964;999,8;1002,1;996,7;10,3;11,8
Torungen Fyr;SN36200;11.07.1964;1005,7;1007;1004,3;7,2;10,8
Torungen Fyr;SN36200;12.07.1964;1005,9;1007;1004;7,2;8,2
Torungen Fyr;SN36200;13.07.1964;1018,5;1020,7;1015,8;7,2;10,3
Torungen Fyr;SN36200;14.07.1964;1026,2;1027,1;1024,9;1;7,2
Torungen Fyr;SN36200;15.07.1964;1023,9;1025,8;1022,2;0,5;5,1
Torungen Fyr;SN36200;16.07.1964;1022,3;1022,8;1021,4;4,1;8,7
Torungen Fyr;SN36200;17.07.1964;1022;1022,7;1020,8;1,5;3,6
Torungen Fyr;SN36200;18.07.1964;1021,7;1022,9;1020,2;3,1;5,1
Torungen Fyr;SN36200;19.07.1964;1016,5;1018,8;1013,8;4,1;6,7
Torungen Fyr;SN36200;20.07.1964;1011,6;1012;1011,2;6,7;10,8
Torungen Fyr;SN36200;21.07.1964;1014,5;1015,3;1013,2;3,1;3,6
Torungen Fyr;SN36200;22.07.1964;1018;1018,6;1017,3;2,1;7,2
Torungen Fyr;SN36200;23.07.1964;1015,1;1015,7;1014,1;7,7;9,3
Torungen Fyr;SN36200;24.07.1964;1013,5;1014,6;1012,2;3,6;6,7
Torungen Fyr;SN36200;25.07.1964;1013,5;1014,1;1012,7;6,2;10,3
Torungen Fyr;SN36200;26.07.1964;1016,4;1017,3;1015,5;3,1;11,3
Torungen Fyr;SN36200;27.07.1964;1012,5;1014,2;1010,8;2,6;11,3
Torungen Fyr;SN36200;28.07.1964;999,2;1003,4;996,6;12,9;16,5
Torungen Fyr;SN36200;29.07.1964;1006,3;1008,8;1003;8,2;12,3
Torungen Fyr;SN36200;30.07.1964;1014,4;1015,1;1013,5;1;9,3
Torungen Fyr;SN36200;31.07.1964;1003,2;1005,7;1001,5;9,3;13,4
Torungen Fyr;SN36200;01.08.1964;996,5;998,2;995,3;6,7;9,3
Torungen Fyr;SN36200;02.08.1964;1004,2;1005,8;1002,3;3,6;5,1
Torungen Fyr;SN36200;03.08.1964;1010,1;1010,9;1008,8;4,1;6,2
Torungen Fyr;SN36200;04.08.1964;1010,2;1012,2;1008,3;5,1;7,2
Torungen Fyr;SN36200;05.08.1964;1015,4;1017,5;1012,1;3,6;6,2
Torungen Fyr;SN36200;06.08.1964;1011,8;1012,4;1011,4;0;5,1
Torungen Fyr;SN36200;07.08.1964;1014,1;1014,3;1013,9;7,2;8,2
Torungen Fyr;SN36200;08.08.1964;1011,4;1012,8;1010,1;6,7;10,8
Torungen Fyr;SN36200;09.08.1964;1012,7;1013,3;1011,5;0;2,6
Torungen Fyr;SN36200;10.08.1964;1015,1;1015,8;1014,4;3,1;10,3
Torungen Fyr;SN36200;11.08.1964;1018,3;1018,9;1017,1;6,2;7,2
Torungen Fyr;SN36200;12.08.1964;1019,8;1020,2;1019,4;6,7;7,2
Torungen Fyr;SN36200;13.08.1964;1020,7;1021,4;1019,7;1;9,3
Torungen Fyr;SN36200;14.08.1964;1015,3;1016,8;1013,5;4,1;9,3
Torungen Fyr;SN36200;15.08.1964;1008,9;1009,4;1008,4;3,6;6,2
Torungen Fyr;SN36200;16.08.1964;1010,2;1010,7;1009,3;5,1;7,7
Torungen Fyr;SN36200;17.08.1964;1011,1;1013,2;1007,8;4,1;6,2
Torungen Fyr;SN36200;18.08.1964;996,3;997,2;994,7;2,1;10,3
Torungen Fyr;SN36200;19.08.1964;995;995,7;993,8;2,1;6,2
Torungen Fyr;SN36200;20.08.1964;1001,9;1006,2;998,3;3,1;10,8
Torungen Fyr;SN36200;21.08.1964;1013,6;1014,5;1012,7;3,1;10,8
Torungen Fyr;SN36200;22.08.1964;1017,4;1017,6;1017;2,6;11,3
Torungen Fyr;SN36200;23.08.1964;1016,2;1016,6;1015,8;8,7;10,3
Torungen Fyr;SN36200;24.08.1964;1006,2;1009,8;1002,9;11,3;15,4
Torungen Fyr;SN36200;25.08.1964;1009;1012,1;1005,8;4,1;6,7
Torungen Fyr;SN36200;26.08.1964;1012,6;1013,6;1011,9;3,1;9,3
Torungen Fyr;SN36200;27.08.1964;1013,2;1013,8;1012,5;5,1;8,2
Torungen Fyr;SN36200;28.08.1964;1015,6;1016,3;1014,8;1,5;5,7
Torungen Fyr;SN36200;29.08.1964;1005,5;1009,8;1001,9;3,6;5,7
Torungen Fyr;SN36200;30.08.1964;1011;1011,4;1010,4;10,3;14,4
Torungen Fyr;SN36200;31.08.1964;1021,8;1024,4;1018,5;3,1;5,7
Torungen Fyr;SN36200;01.09.1964;1030,3;1031,3;1028,6;3,6;8,2
Torungen Fyr;SN36200;02.09.1964;1028;1029,2;1026,4;3,6;7,2
Torungen Fyr;SN36200;03.09.1964;1022,7;1024,2;1020,6;3,1;8,7
Torungen Fyr;SN36200;04.09.1964;1016,9;1018,2;1015,2;3,6;4,1
Torungen Fyr;SN36200;05.09.1964;1011,5;1013,2;1009,4;4,1;6,2
Torungen Fyr;SN36200;06.09.1964;1003,8;1004,9;1002,9;6,2;12,3
Torungen Fyr;SN36200;07.09.1964;1006,4;1007,3;1005,4;3,1;6,2
Torungen Fyr;SN36200;08.09.1964;1000,8;1002,1;999,5;4,1;11,3
Torungen Fyr;SN36200;09.09.1964;1008,1;1008,9;1007,3;4,1;5,7
Torungen Fyr;SN36200;10.09.1964;1009,3;1010,2;1008;3,6;5,7
Torungen Fyr;SN36200;11.09.1964;1008,6;1009,9;1006;3,6;6,7
Torungen Fyr;SN36200;12.09.1964;1010,4;1015,7;1004,2;8,2;10,3
Torungen Fyr;SN36200;13.09.1964;1021,3;1022,2;1019,7;5,1;7,7
Torungen Fyr;SN36200;14.09.1964;1006,7;1009,9;1003,1;4,1;14,4
Torungen Fyr;SN36200;15.09.1964;1000,1;1002,1;997,5;6,2;12,3
Torungen Fyr;SN36200;16.09.1964;1000,4;1001,1;999,6;4,1;10,3
Torungen Fyr;SN36200;17.09.1964;989,6;993,2;986,3;4,1;9,8
Torungen Fyr;SN36200;18.09.1964;998,2;999,1;997,3;2,6;6,2
Torungen Fyr;SN36200;19.09.1964;1003;1004,2;1000,9;4,1;6,2
Torungen Fyr;SN36200;20.09.1964;1000,6;1003,5;997,8;6,2;12,9
Torungen Fyr;SN36200;21.09.1964;1009,3;1014,5;1003,8;0,5;6,2
Torungen Fyr;SN36200;22.09.1964;1023,6;1024,6;1023,1;2,1;10,3
Torungen Fyr;SN36200;23.09.1964;1020,7;1022;1018,9;9,3;10,8
Torungen Fyr;SN36200;24.09.1964;1024,1;1024,9;1023,3;0;6,2
Torungen Fyr;SN36200;25.09.1964;1021,5;1022,4;1020,7;2,1;3,1
Torungen Fyr;SN36200;26.09.1964;1020,2;1020,4;1020;2,1;5,7
Torungen Fyr;SN36200;27.09.1964;1011,9;1013,4;1010,6;7,2;7,7
Torungen Fyr;SN36200;28.09.1964;1013,5;1014,7;1012,6;8,7;9,3
Torungen Fyr;SN36200;29.09.1964;1006,8;1008,5;1005,8;11,3;13,9
Torungen Fyr;SN36200;30.09.1964;1022,2;1023,6;1020,1;3,6;7,2
Torungen Fyr;SN36200;01.10.1964;1025,3;1025,6;1024,8;4,6;7,2
Torungen Fyr;SN36200;02.10.1964;1027,9;1029,3;1026,4;0;5,7
Torungen Fyr;SN36200;03.10.1964;1039,2;1040,4;1037,6;3,1;6,7
Torungen Fyr;SN36200;04.10.1964;1035,4;1037;1033,6;4,1;7,7
Torungen Fyr;SN36200;05.10.1964;1028,7;1030;1026,5;4,6;6,7
Torungen Fyr;SN36200;06.10.1964;1016,5;1020,9;1011;5,1;6,2
Torungen Fyr;SN36200;07.10.1964;993,2;1000,9;984,2;13,4;15,4
Torungen Fyr;SN36200;08.10.1964;980,1;983,3;977,2;5,1;9,3
Torungen Fyr;SN36200;09.10.1964;988,1;989,8;986,4;6,2;12,3
Torungen Fyr;SN36200;10.10.1964;984,3;986,4;983,2;3,1;5,7
Torungen Fyr;SN36200;11.10.1964;991,5;994,2;989,2;3,1;5,1
