Navn;Stasjon;Tid(norsk normaltid);Midlere lufttrykk i havnivå (døgn);Høyeste lufttrykk i havnivå (døgn);Laveste lufttrykk i havnivå (døgn);Svakeste middelvind fra hovedobs. (døgn);Kraftigste middelvind fra hovedobs. (døgn)
Torungen Fyr;SN36200;09.10.2003;1001,4;1002,9;998,9;3,6;8,2
Torungen Fyr;SN36200;10.10.2003;993,9;994,5;993,1;6,2;9,3
Torungen Fyr;SN36200;11.10.2003;1007,7;1013,2;1002,4;3,1;10,8
Torungen Fyr;SN36200;12.10.2003;1024,5;1025,7;1022,3;2,1;5,7
Torungen Fyr;SN36200;13.10.2003;1033,3;1034,2;1032;4,6;7,2
Torungen Fyr;SN36200;14.10.2003;1037,6;1038,2;1037,3;2,1;4,1
Torungen Fyr;SN36200;15.10.2003;1038,3;1039,1;1037,2;1,5;4,1
Torungen Fyr;SN36200;16.10.2003;1036,7;1037,8;1034,8;1,5;6,2
Torungen Fyr;SN36200;17.10.2003;1027,9;1031;1025;2,1;4,1
Torungen Fyr;SN36200;18.10.2003;1019,9;1021,1;1019,3;1;12,3
Torungen Fyr;SN36200;19.10.2003;1016,9;1017,2;1016,4;6,2;10,3
Torungen Fyr;SN36200;20.10.2003;1013,1;1013,5;1012,7;1,5;4,1
Torungen Fyr;SN36200;21.10.2003;1017,6;1020,6;1014,5;7,2;13,4
Torungen Fyr;SN36200;22.10.2003;1026,7;1027,2;1026;5,1;10,3
Torungen Fyr;SN36200;23.10.2003;1021,4;1023,3;1019,1;3,6;5,7
Torungen Fyr;SN36200;24.10.2003;1011,4;1014,2;1008,3;3,6;6,2
Torungen Fyr;SN36200;25.10.2003;1006,2;1008,2;1004,1;4,6;9,3
Torungen Fyr;SN36200;26.10.2003;1015,7;1016,5;1014,2;1;5,1
Torungen Fyr;SN36200;27.10.2003;1009,6;1012,8;1006,6;8,7;9,8
Torungen Fyr;SN36200;28.10.2003;1003,1;1004,1;1002,3;5,7;10,3
Torungen Fyr;SN36200;29.10.2003;994,8;996,9;993,3;4,1;9,8
Torungen Fyr;SN36200;30.10.2003;992,1;992,7;991,5;7,2;9,8
Torungen Fyr;SN36200;31.10.2003;992,7;993,2;991,8;8,2;10,8
Torungen Fyr;SN36200;01.11.2003;989,9;991,7;988,5;7,2;11,3
Torungen Fyr;SN36200;02.11.2003;994;994,9;992,8;3,1;14,9
Torungen Fyr;SN36200;03.11.2003;992,8;996,2;990,1;1,5;10,3
Torungen Fyr;SN36200;04.11.2003;1016,1;1023;1008,2;3,1;7,7
Torungen Fyr;SN36200;05.11.2003;1028,4;1030,7;1025,6;7,2;9,3
Torungen Fyr;SN36200;06.11.2003;1035,9;1038,7;1033,4;3,6;4,1
Torungen Fyr;SN36200;07.11.2003;1045,4;1046,1;1044,3;3,6;5,1
Torungen Fyr;SN36200;08.11.2003;1041;1042,9;1038,6;5,7;14,4
Torungen Fyr;SN36200;09.11.2003;1033,9;1035,3;1033,1;10,3;12,9
Torungen Fyr;SN36200;10.11.2003;1033,8;1034;1033,7;6,2;9,3
Torungen Fyr;SN36200;11.11.2003;1031,2;1032,4;1029,8;5,7;6,7
Torungen Fyr;SN36200;12.11.2003;1026,6;1027,3;1025,7;6,2;7,7
Torungen Fyr;SN36200;13.11.2003;1023;1023,6;1022,3;2,6;7,2
Torungen Fyr;SN36200;14.11.2003;1018,6;1020,6;1015,6;2,6;10,8
Torungen Fyr;SN36200;15.11.2003;1005,8;1009,4;1003,1;5,1;11,3
Torungen Fyr;SN36200;16.11.2003;1006,5;1007,5;1004,7;2,6;5,1
Torungen Fyr;SN36200;17.11.2003;1008,5;1009,9;1007;1,5;5,1
Torungen Fyr;SN36200;18.11.2003;1004,7;1008,1;1001;2,6;4,6
Torungen Fyr;SN36200;19.11.2003;1002,2;1006,2;999,3;5,1;7,2
Torungen Fyr;SN36200;20.11.2003;1009,9;1010,5;1009;4,6;6,2
Torungen Fyr;SN36200;21.11.2003;1006,8;1007,2;1006,5;2,6;4,1
Torungen Fyr;SN36200;22.11.2003;1008;1008,7;1007,3;2,6;8,2
Torungen Fyr;SN36200;23.11.2003;1003,6;1006;1001,4;1,5;12,3
Torungen Fyr;SN36200;24.11.2003;1009,3;1009,9;1008,3;1,5;2,6
Torungen Fyr;SN36200;25.11.2003;1006,3;1007,8;1004,9;2,1;7,7
Torungen Fyr;SN36200;26.11.2003;1003,8;1004,7;1002,2;8,2;9,8
Torungen Fyr;SN36200;27.11.2003;999,8;1000,4;999,3;3,1;8,7
Torungen Fyr;SN36200;28.11.2003;1007,4;1009,8;1005,3;0;2,1
Torungen Fyr;SN36200;29.11.2003;1011,7;1011,9;1011,3;1,5;9,8
Torungen Fyr;SN36200;30.11.2003;1006,1;1007;1004,7;6,7;11,8
Torungen Fyr;SN36200;01.12.2003;1016,6;1020,1;1012,7;3,6;7,2
Torungen Fyr;SN36200;02.12.2003;1025,7;1026,5;1024,7;5,1;5,1
Torungen Fyr;SN36200;03.12.2003;1029,5;1030,9;1028,1;2,1;5,7
Torungen Fyr;SN36200;04.12.2003;1023,3;1027,4;1019;3,1;13,9
Torungen Fyr;SN36200;05.12.2003;1015;1021,3;1006,3;2,6;8,2
Torungen Fyr;SN36200;06.12.2003;1029,4;1034,3;1023,2;5,1;11,3
Torungen Fyr;SN36200;07.12.2003;1023,8;1027,3;1020,7;3,6;10,3
Torungen Fyr;SN36200;08.12.2003;1019,4;1019,5;1019,3;3,1;7,7
Torungen Fyr;SN36200;09.12.2003;1019;1019,8;1018,3;2,6;9,8
Torungen Fyr;SN36200;10.12.2003;1012,4;1015;1008,9;8,7;10,3
Torungen Fyr;SN36200;11.12.2003;998,6;1002;996,4;3,6;10,8
Torungen Fyr;SN36200;12.12.2003;1015,9;1017,7;1013,2;2,1;6,2
Torungen Fyr;SN36200;13.12.2003;990,8;997,4;985,6;3,1;11,3
Torungen Fyr;SN36200;14.12.2003;984,7;990,6;977,8;11,3;12,3
Torungen Fyr;SN36200;15.12.2003;1003,2;1007,6;1000,8;10,3;13,9
Torungen Fyr;SN36200;16.12.2003;1018,5;1019,9;1016,6;2,1;6,2
Torungen Fyr;SN36200;17.12.2003;1010;1011,5;1009;6,7;9,8
Torungen Fyr;SN36200;18.12.2003;1009,9;1011,2;1008,5;7,7;10,3
Torungen Fyr;SN36200;19.12.2003;1005,6;1008,6;1003,4;6,2;9,3
Torungen Fyr;SN36200;20.12.2003;1007;1010,5;1002,1;2,6;5,7
Torungen Fyr;SN36200;21.12.2003;988,1;993,7;984,5;15,9;15,9
Torungen Fyr;SN36200;22.12.2003;1014;1016,8;1010,2;1,5;9,3
Torungen Fyr;SN36200;23.12.2003;1018,4;1019,3;1016,9;2,6;4,1
Torungen Fyr;SN36200;24.12.2003;1007,9;1010,7;1005,8;8,2;14,9
Torungen Fyr;SN36200;25.12.2003;1000,3;1001,4;998,6;8,2;9,8
Torungen Fyr;SN36200;26.12.2003;997,6;1001,9;991,5;4,1;13,4
Torungen Fyr;SN36200;27.12.2003;975,4;979,1;969,3;14,9;19,5
Torungen Fyr;SN36200;28.12.2003;989,2;990,8;986,5;0,5;11,8
Torungen Fyr;SN36200;29.12.2003;1000,3;1005;995,2;1,5;5,7
Torungen Fyr;SN36200;30.12.2003;1016,9;1021,1;1012,8;2,1;4,1
Torungen Fyr;SN36200;31.12.2003;1029,3;1030,1;1028,1;4,1;4,6
Torungen Fyr;SN36200;01.01.2004;1024;1024,5;1023,7;8,7;9,8
Torungen Fyr;SN36200;02.01.2004;1030,9;1031,7;1029,3;7,7;9,8
Torungen Fyr;SN36200;03.01.2004;1021;1026,2;1014,9;1,5;17
Torungen Fyr;SN36200;04.01.2004;1011,4;1012,6;1010,3;3,1;9,8
Torungen Fyr;SN36200;05.01.2004;1019,5;1020,5;1018;1,5;7,7
Torungen Fyr;SN36200;06.01.2004;1008,4;1013,2;1003,3;8,2;8,7
Torungen Fyr;SN36200;07.01.2004;1010,8;1013,9;1007,3;1,5;4,1
Torungen Fyr;SN36200;08.01.2004;1010,8;1013,8;1007,4;6,2;10,8
Torungen Fyr;SN36200;09.01.2004;1003,3;1004,6;1002,2;7,2;10,8
Torungen Fyr;SN36200;10.01.2004;1009,7;1011;1008,9;6,7;9,8
Torungen Fyr;SN36200;11.01.2004;989,9;998,1;980,9;9,8;14,4
Torungen Fyr;SN36200;12.01.2004;984,5;985,3;983,4;1;8,7
Torungen Fyr;SN36200;13.01.2004;980,2;982,9;978;5,7;10,8
Torungen Fyr;SN36200;14.01.2004;989,2;992,6;985;4,6;6,7
Torungen Fyr;SN36200;15.01.2004;997,6;998,3;996,3;2,6;5,1
Torungen Fyr;SN36200;16.01.2004;993,2;993,9;992,5;11,8;15,9
Torungen Fyr;SN36200;17.01.2004;1005,8;1011,2;1000,7;4,6;7,2
Torungen Fyr;SN36200;18.01.2004;1010,4;1016,9;1001,4;2,6;9,8
Torungen Fyr;SN36200;19.01.2004;1000,2;1002,1;998,2;5,1;6,7
Torungen Fyr;SN36200;20.01.2004;1016,1;1019;1012,6;5,7;8,7
Torungen Fyr;SN36200;21.01.2004;1023,2;1023,6;1022,6;3,1;5,7
Torungen Fyr;SN36200;22.01.2004;1018,6;1021,1;1016;3,1;5,7
Torungen Fyr;SN36200;23.01.2004;1013,2;1013,3;1013,2;2,1;6,7
Torungen Fyr;SN36200;24.01.2004;1009;1009,9;1008,1;4,1;9,8
Torungen Fyr;SN36200;25.01.2004;1010,7;1012;1009,1;3,6;5,1
Torungen Fyr;SN36200;26.01.2004;1009,6;1011,2;1007,5;2,6;5,7
Torungen Fyr;SN36200;27.01.2004;997,5;999,7;995,6;6,2;8,7
Torungen Fyr;SN36200;28.01.2004;986,9;988,5;985,7;4,1;7,2
Torungen Fyr;SN36200;29.01.2004;990,8;994,3;988,1;4,1;10,3
Torungen Fyr;SN36200;30.01.2004;996,1;999,9;990,6;3,6;12,9
Torungen Fyr;SN36200;31.01.2004;989,2;990,5;988,1;2,1;4,1
Torungen Fyr;SN36200;01.02.2004;1002;1006,6;996,5;1,5;3,1
Torungen Fyr;SN36200;02.02.2004;1006,5;1010,7;1002,6;2,6;5,1
Torungen Fyr;SN36200;03.02.2004;1006,6;1008,6;1002,6;1,5;6,7
Torungen Fyr;SN36200;04.02.2004;1003,6;1004,2;1003,2;7,7;11,8
Torungen Fyr;SN36200;05.02.2004;1001,9;1002,9;1001;3,1;8,2
Torungen Fyr;SN36200;06.02.2004;999,6;1002,1;996,5;6,7;8,7
Torungen Fyr;SN36200;07.02.2004;990,4;992,8;988,3;3,6;7,2
Torungen Fyr;SN36200;08.02.2004;997,8;1002,7;993,6;0;5,1
Torungen Fyr;SN36200;09.02.2004;1017,6;1021,6;1013;6,2;8,7
Torungen Fyr;SN36200;10.02.2004;1015,8;1019,7;1012,8;2,1;6,7
Torungen Fyr;SN36200;11.02.2004;1028,6;1031,1;1024,5;0,5;5,1
Torungen Fyr;SN36200;12.02.2004;1025,7;1026,6;1024,8;3,1;5,1
Torungen Fyr;SN36200;13.02.2004;1024,9;1025,8;1023,2;1,5;3,6
Torungen Fyr;SN36200;14.02.2004;1024,5;1025;1024,1;0;2,1
Torungen Fyr;SN36200;15.02.2004;1023;1023,4;1022,6;0,5;3,1
Torungen Fyr;SN36200;16.02.2004;1022,9;1024,7;1020,6;0;3,6
Torungen Fyr;SN36200;17.02.2004;1018,3;1020;1016,8;3,1;6,7
Torungen Fyr;SN36200;18.02.2004;1024,8;1028,4;1021,8;3,1;10,3
Torungen Fyr;SN36200;19.02.2004;1032;1032,5;1031,4;0,5;3,1
Torungen Fyr;SN36200;20.02.2004;1029,1;1030,4;1027,4;5,1;10,3
Torungen Fyr;SN36200;21.02.2004;1020,1;1024,4;1015,2;5,1;7,2
Torungen Fyr;SN36200;22.02.2004;1001,3;1003,1;999,5;2,1;11,3
Torungen Fyr;SN36200;23.02.2004;1012,3;1013,8;1011;4,1;7,2
Torungen Fyr;SN36200;24.02.2004;995;996;993,6;6,7;10,3
Torungen Fyr;SN36200;25.02.2004;987,6;988,1;987,1;3,1;5,7
Torungen Fyr;SN36200;26.02.2004;989,9;990,3;989,6;3,6;6,2
Torungen Fyr;SN36200;27.02.2004;996;998,1;993,7;6,2;10,8
Torungen Fyr;SN36200;28.02.2004;1008,2;1013,9;1002,5;5,1;13,4
Torungen Fyr;SN36200;29.02.2004;1023,9;1024,6;1022,8;4,1;5,1
Torungen Fyr;SN36200;01.03.2004;1021,5;1021,8;1020,9;4,1;5,7
Torungen Fyr;SN36200;02.03.2004;1019,9;1021,5;1018,1;2,1;6,2
Torungen Fyr;SN36200;03.03.2004;1031,5;1032,6;1029,5;4,6;7,7
Torungen Fyr;SN36200;04.03.2004;1033,4;1034;1032,5;5,7;7,7
Torungen Fyr;SN36200;05.03.2004;1027,9;1029,6;1025,6;2,6;6,2
Torungen Fyr;SN36200;06.03.2004;1018,7;1020,1;1017,3;5,1;8,2
Torungen Fyr;SN36200;07.03.2004;1023,2;1025;1021;1,5;4,1
Torungen Fyr;SN36200;08.03.2004;1033,9;1036,2;1031,8;2,1;4,1
Torungen Fyr;SN36200;09.03.2004;1041,6;1042,4;1040,7;4,1;7,7
Torungen Fyr;SN36200;10.03.2004;1039,4;1040,7;1037,5;5,7;9,3
Torungen Fyr;SN36200;11.03.2004;1034,2;1035,4;1032,6;8,7;14,4
Torungen Fyr;SN36200;12.03.2004;1027,8;1029,6;1025,6;11,8;14,4
Torungen Fyr;SN36200;13.03.2004;1018;1021,9;1013,5;8,7;14,4
Torungen Fyr;SN36200;14.03.2004;1014,2;1015,7;1013,1;6,7;9,3
Torungen Fyr;SN36200;15.03.2004;1009,1;1010,9;1006,8;9,3;10,3
Torungen Fyr;SN36200;16.03.2004;1014,7;1016,3;1012,3;6,7;10,3
Torungen Fyr;SN36200;17.03.2004;1015,3;1016,5;1014,3;7,7;9,8
Torungen Fyr;SN36200;18.03.2004;1017,4;1018,9;1015,3;5,7;9,8
Torungen Fyr;SN36200;19.03.2004;999,6;1004,1;991,9;8,2;11,3
Torungen Fyr;SN36200;20.03.2004;985,7;988,8;981,3;3,6;9,3
Torungen Fyr;SN36200;21.03.2004;983,9;986,9;981;3,1;5,7
Torungen Fyr;SN36200;22.03.2004;996,7;1001;992,2;1,5;7,7
Torungen Fyr;SN36200;23.03.2004;1012,8;1017;1008,2;3,1;4,1
Torungen Fyr;SN36200;24.03.2004;1022,1;1023,2;1021,2;3,1;4,6
Torungen Fyr;SN36200;25.03.2004;1022,2;1023,2;1020,9;1,5;4,1
Torungen Fyr;SN36200;26.03.2004;1018,6;1021,5;1014,5;3,6;7,2
Torungen Fyr;SN36200;27.03.2004;1006;1007;1005,2;6,7;8,2
Torungen Fyr;SN36200;28.03.2004;1011,6;1012,1;1011,2;3,1;4,6
Torungen Fyr;SN36200;29.03.2004;1016,9;1019,6;1014,2;3,1;4,1
Torungen Fyr;SN36200;30.03.2004;1024,2;1024,6;1023,6;3,1;5,7
Torungen Fyr;SN36200;31.03.2004;1025,2;1025,7;1024,2;3,1;7,7
Torungen Fyr;SN36200;01.04.2004;1028,9;1029,8;1028;8,2;10,3
Torungen Fyr;SN36200;02.04.2004;1028;1029,7;1025,4;8,2;11,3
Torungen Fyr;SN36200;03.04.2004;1019,7;1022,5;1016,4;6,7;8,7
Torungen Fyr;SN36200;04.04.2004;1002,5;1008,7;996,2;4,6;12,3
Torungen Fyr;SN36200;05.04.2004;1001,7;1002,9;999,9;2,1;6,7
Torungen Fyr;SN36200;06.04.2004;1001,4;1003,3;999,3;5,1;11,3
Torungen Fyr;SN36200;07.04.2004;1007,7;1010;1006;7,2;11,3
Torungen Fyr;SN36200;08.04.2004;1014,5;1015;1014,1;3,1;6,2
Torungen Fyr;SN36200;09.04.2004;1006,4;1009,9;1003;6,7;11,8
Torungen Fyr;SN36200;10.04.2004;1010,8;1011,3;1009,9;2,6;6,2
Torungen Fyr;SN36200;11.04.2004;1013,9;1014,1;1013,7;1,5;4,6
Torungen Fyr;SN36200;12.04.2004;1022,7;1023,8;1021,6;2,1;6,2
Torungen Fyr;SN36200;13.04.2004;1021,4;1022,7;1019,2;2,6;10,3
Torungen Fyr;SN36200;14.04.2004;1018,6;1019;1017,9;8,7;11,3
Torungen Fyr;SN36200;15.04.2004;1021,7;1022,3;1021;4,1;6,2
Torungen Fyr;SN36200;16.04.2004;1017,1;1018,8;1015;3,6;5,1
Torungen Fyr;SN36200;17.04.2004;1005,8;1009,8;1001,3;2,6;3,6
Torungen Fyr;SN36200;18.04.2004;995,6;996,4;995,1;2,6;10,3
Torungen Fyr;SN36200;19.04.2004;998,9;1000,2;997;7,2;9,3
Torungen Fyr;SN36200;20.04.2004;1005,4;1008,3;1002,7;4,1;11,8
Torungen Fyr;SN36200;21.04.2004;1015,8;1017,2;1013,9;1;6,2
Torungen Fyr;SN36200;22.04.2004;1018,6;1019;1018,3;2,6;8,7
Torungen Fyr;SN36200;23.04.2004;1019,5;1020,6;1018,2;1;5,1
Torungen Fyr;SN36200;24.04.2004;1025,6;1026,5;1025,1;2,1;8,2
Torungen Fyr;SN36200;25.04.2004;1025,4;1025,9;1025,1;1;2,1
Torungen Fyr;SN36200;26.04.2004;1022,8;1024,2;1021,1;2,6;5,1
Torungen Fyr;SN36200;27.04.2004;1020,3;1020,9;1019,5;2,6;6,2
Torungen Fyr;SN36200;28.04.2004;1020,2;1021,5;1018,1;4,1;5,7
Torungen Fyr;SN36200;29.04.2004;1017,8;1018,5;1016,5;6,2;8,7
Torungen Fyr;SN36200;30.04.2004;1017,2;1017,9;1016,4;3,6;5,7
Torungen Fyr;SN36200;01.05.2004;1011,1;1013;1008,8;2,1;5,1
Torungen Fyr;SN36200;02.05.2004;1003,7;1005,2;1001,7;2,6;3,1
Torungen Fyr;SN36200;03.05.2004;998,6;999,7;997,1;4,1;10,8
Torungen Fyr;SN36200;04.05.2004;990,8;991,6;990,4;3,1;8,2
Torungen Fyr;SN36200;05.05.2004;990,5;991,9;989,6;5,1;7,7
Torungen Fyr;SN36200;06.05.2004;998,8;999,8;997,4;4,1;12,3
Torungen Fyr;SN36200;07.05.2004;1003,6;1003,8;1003,5;11,3;12,9
Torungen Fyr;SN36200;08.05.2004;1006;1006,6;1005,6;6,7;11,8
Torungen Fyr;SN36200;09.05.2004;1006;1006,5;1005,2;5,1;8,2
Torungen Fyr;SN36200;10.05.2004;1005,7;1006;1005,4;2,6;4,1
Torungen Fyr;SN36200;11.05.2004;1013,6;1014,5;1011,7;3,6;8,7
Torungen Fyr;SN36200;12.05.2004;1017,8;1019,4;1016,1;6,2;11,3
Torungen Fyr;SN36200;13.05.2004;1019,9;1020,9;1018,3;1,5;12,3
Torungen Fyr;SN36200;14.05.2004;1015,5;1017,1;1013,9;4,6;9,3
Torungen Fyr;SN36200;15.05.2004;1016,6;1017,9;1015;0;4,6
Torungen Fyr;SN36200;16.05.2004;1021,5;1022,3;1020,3;1,5;7,2
Torungen Fyr;SN36200;17.05.2004;1017;1020,6;1013,4;2,6;13,9
Torungen Fyr;SN36200;18.05.2004;1012,4;1013;1011,9;8,7;10,8
Torungen Fyr;SN36200;19.05.2004;1005,7;1007,5;1003,8;-;-
Torungen Fyr;SN36200;20.05.2004;1012,6;1013,7;1011,7;4,6;9,8
Torungen Fyr;SN36200;21.05.2004;1013,4;1014;1013,1;4,1;10,3
Torungen Fyr;SN36200;22.05.2004;1015,7;1016,9;1014,9;3,6;8,7
Torungen Fyr;SN36200;23.05.2004;1018,5;1021,7;1015,1;2,1;11,8
Torungen Fyr;SN36200;24.05.2004;1012,4;1015,2;1010,1;7,2;9,8
Torungen Fyr;SN36200;25.05.2004;1011;1011,4;1010,3;1,5;6,2
Torungen Fyr;SN36200;26.05.2004;1016,5;1017,8;1014,5;2,6;8,2
Torungen Fyr;SN36200;27.05.2004;1018,5;1019,1;1017,5;1;6,7
Torungen Fyr;SN36200;28.05.2004;1019,5;1020,1;1018,3;4,6;8,2
Torungen Fyr;SN36200;29.05.2004;1022,2;1023,2;1020,5;2,1;3,6
Torungen Fyr;SN36200;30.05.2004;1025;1025,6;1024,5;5,7;11,3
Torungen Fyr;SN36200;31.05.2004;1024,7;1025,2;1023,8;2,6;7,2
Torungen Fyr;SN36200;01.06.2004;1023,1;1023,7;1022,1;1;3,1
Torungen Fyr;SN36200;09.06.2004;1019;1021,4;1015,8;2,6;8,2
Torungen Fyr;SN36200;11.06.2004;1006,7;1008,4;1004,6;5,7;7,2
Torungen Fyr;SN36200;12.06.2004;1011,3;1013,6;1008,5;4,1;5,7
Torungen Fyr;SN36200;13.06.2004;1021,1;1022,9;1018,9;3,1;9,8
Torungen Fyr;SN36200;14.06.2004;1012,7;1014,7;1009,9;8,7;11,3
Torungen Fyr;SN36200;15.06.2004;1002,8;1003,4;1002,1;7,2;13,4
Torungen Fyr;SN36200;16.06.2004;1007,1;1008,5;1005,5;5,1;7,7
Torungen Fyr;SN36200;17.06.2004;1003,2;1004,2;1002,1;1,5;13,9
Torungen Fyr;SN36200;18.06.2004;998,1;999,6;996,2;2,6;5,1
Torungen Fyr;SN36200;19.06.2004;995,6;996,1;995;3,1;5,7
Torungen Fyr;SN36200;20.06.2004;998,1;1000,3;996;2,6;6,7
Torungen Fyr;SN36200;21.06.2004;1006,1;1008,1;1003,4;8,2;12,3
Torungen Fyr;SN36200;22.06.2004;1010,9;1011,5;1010,2;2,1;10,3
Torungen Fyr;SN36200;23.06.2004;1006,3;1010,3;1001,5;1,5;9,8
Torungen Fyr;SN36200;24.06.2004;993,5;993,8;993,1;3,6;7,7
Torungen Fyr;SN36200;25.06.2004;1000,8;1004,7;996,9;2,1;3,6
Torungen Fyr;SN36200;26.06.2004;1013,2;1014,9;1011;0,5;4,6
Torungen Fyr;SN36200;27.06.2004;1015,3;1015,6;1014,9;2,6;8,2
Torungen Fyr;SN36200;28.06.2004;1011,4;1012,5;1010,1;3,6;8,7
Torungen Fyr;SN36200;29.06.2004;1009,2;1009,5;1009,1;5,1;8,7
Torungen Fyr;SN36200;30.06.2004;1009,4;1010,6;1007,7;3,1;13,4
Torungen Fyr;SN36200;01.07.2004;1001,5;1001,9;1001,2;6,2;8,7
Torungen Fyr;SN36200;02.07.2004;1002,9;1003,9;1002;7,2;11,8
Torungen Fyr;SN36200;03.07.2004;1004,1;1004,4;1003,7;3,1;6,2
Torungen Fyr;SN36200;04.07.2004;1005,5;1006,6;1004,3;1,5;10,8
Torungen Fyr;SN36200;05.07.2004;1008;1008,6;1007,2;1,5;4,1
Torungen Fyr;SN36200;06.07.2004;1011,7;1013,1;1010,4;5,1;9,3
Torungen Fyr;SN36200;07.07.2004;1016,4;1017,1;1015,6;4,6;6,7
Torungen Fyr;SN36200;08.07.2004;1015,6;1016,5;1014,1;4,1;6,2
Torungen Fyr;SN36200;09.07.2004;1006,8;1007,5;1006,4;9,8;10,8
Torungen Fyr;SN36200;10.07.2004;1004,5;1005,7;1003,1;3,6;6,7
Torungen Fyr;SN36200;11.07.2004;998,4;999,6;997,1;2,1;6,2
Torungen Fyr;SN36200;12.07.2004;997,5;998;997,1;1,5;4,6
Torungen Fyr;SN36200;13.07.2004;1001,3;1002,2;1000,2;5,1;8,7
Torungen Fyr;SN36200;14.07.2004;1003,6;1003,9;1003,1;7,7;8,7
Torungen Fyr;SN36200;15.07.2004;1004,7;1005;1004,2;4,1;10,3
Torungen Fyr;SN36200;16.07.2004;1009,3;1011;1007,6;4,6;8,2
Torungen Fyr;SN36200;17.07.2004;1015,7;1016,8;1014,3;3,6;4,6
Torungen Fyr;SN36200;18.07.2004;1011;1011,2;1010,8;2,6;8,7
Torungen Fyr;SN36200;19.07.2004;1013,9;1014,2;1013,6;4,6;9,8
Torungen Fyr;SN36200;20.07.2004;1018,5;1018,8;1018,3;2,1;8,2
Torungen Fyr;SN36200;21.07.2004;1020;1020,4;1019,5;3,6;6,2
Torungen Fyr;SN36200;24.07.2004;1015,2;1016,5;1013,6;3,1;10,3
Torungen Fyr;SN36200;25.07.2004;1009;1009,9;1007,8;6,2;9,3
Torungen Fyr;SN36200;26.07.2004;1009,4;1010,9;1007,7;1,5;2,1
Torungen Fyr;SN36200;27.07.2004;1015,8;1016,5;1014,7;1,5;5,7
Torungen Fyr;SN36200;28.07.2004;1021;1021,8;1019,5;2,1;3,6
Torungen Fyr;SN36200;29.07.2004;1022,6;1023,2;1022,1;2,1;2,6
Torungen Fyr;SN36200;30.07.2004;1023,6;1024,2;1023,2;2,6;5,1
Torungen Fyr;SN36200;31.07.2004;1021,9;1023;1020,9;1,5;7,2
Torungen Fyr;SN36200;01.08.2004;1020,8;1021,7;1019,6;3,6;3,6
Torungen Fyr;SN36200;02.08.2004;1019,6;1020,6;1018;2,1;4,6
Torungen Fyr;SN36200;03.08.2004;1016,4;1017;1015,3;5,7;10,3
Torungen Fyr;SN36200;04.08.2004;1014,7;1015,1;1013,9;3,1;6,7
Torungen Fyr;SN36200;05.08.2004;1019,5;1021,8;1017,6;2,1;6,2
Torungen Fyr;SN36200;06.08.2004;1020,9;1022,3;1019,5;4,6;6,2
Torungen Fyr;SN36200;07.08.2004;1021,8;1022,3;1021,2;3,6;6,7
Torungen Fyr;SN36200;08.08.2004;1021,5;1021,9;1020,8;4,6;6,7
Torungen Fyr;SN36200;09.08.2004;1022,2;1022,7;1021,9;3,1;6,2
Torungen Fyr;SN36200;10.08.2004;1022,2;1023;1020,8;2,6;6,7
Torungen Fyr;SN36200;11.08.2004;1016,7;1018,2;1014,7;1,5;4,1
Torungen Fyr;SN36200;12.08.2004;1011,2;1013,5;1008,1;3,6;5,1
Torungen Fyr;SN36200;13.08.2004;1004,9;1006,2;1003,8;7,2;14,4
Torungen Fyr;SN36200;14.08.2004;1011,2;1011,8;1010,4;1,5;14,9
Torungen Fyr;SN36200;15.08.2004;1007,1;1008,4;1005,4;3,1;7,7
Torungen Fyr;SN36200;16.08.2004;1003,3;1004,6;1001,8;4,1;11,3
Torungen Fyr;SN36200;17.08.2004;1001,5;1002,2;1000,7;0,5;4,1
Torungen Fyr;SN36200;18.08.2004;1005,9;1006,8;1005,3;2,1;5,1
Torungen Fyr;SN36200;19.08.2004;996,6;998,6;995,4;7,2;11,8
Torungen Fyr;SN36200;20.08.2004;995,1;995,4;994,8;6,2;9,8
Torungen Fyr;SN36200;21.08.2004;1001,8;1004,5;999,3;6,7;11,8
Torungen Fyr;SN36200;22.08.2004;1012,1;1015,1;1008,8;5,7;8,7
Torungen Fyr;SN36200;23.08.2004;1020;1020,8;1019,4;2,1;4,6
Torungen Fyr;SN36200;24.08.2004;1012,6;1016;1009;7,7;9,8
Torungen Fyr;SN36200;25.08.2004;1001,9;1002,8;1000,3;12,3;13,4
Torungen Fyr;SN36200;26.08.2004;1006,9;1007,7;1005,5;2,1;14,4
Torungen Fyr;SN36200;27.08.2004;999,8;1003,2;996,3;5,1;9,3
Torungen Fyr;SN36200;28.08.2004;1000,8;1004,2;997,7;9,8;12,3
Torungen Fyr;SN36200;29.08.2004;1007,8;1008,7;1006,4;3,1;12,3
Torungen Fyr;SN36200;30.08.2004;1002,8;1004,1;1001,4;2,1;10,8
Torungen Fyr;SN36200;31.08.2004;1002,5;1003,1;1002,2;2,6;4,6
Torungen Fyr;SN36200;01.09.2004;1009,2;1011,9;1006,3;3,6;5,1
Torungen Fyr;SN36200;02.09.2004;1018,8;1020,6;1016,8;5,1;10,3
Torungen Fyr;SN36200;03.09.2004;1025,7;1026,3;1024,7;2,6;4,1
Torungen Fyr;SN36200;04.09.2004;1028;1028,5;1027,1;2,6;7,7
Torungen Fyr;SN36200;05.09.2004;1028,2;1028,8;1027,2;4,6;8,2
Torungen Fyr;SN36200;06.09.2004;1028,6;1030;1026,9;1,5;3,6
